date,time,title,content,press,link,UTC-time,UTC-date
2020-12-02,2020-12-02 10:43:33,"후오비 코리아, 비트코인 1만7000달러 돌파 '앵콜' 이벤트","




후오비 코리아가 '비트코인 1만7000달러 돌파 기념 이벤트' 기간을 일주일 연장한다.혜택은 기존 이벤트와 동일하다. 가입 후 레벨 3 이상 인증 시 2USDT, 한화 2만원 이상 또는 17USDT 이상 또는 0.001BTC 이상을 기간 내 충전 또는 입금 시 4USDT 상당 랜덤코인을 받게 된다.기존 입금 이벤트 참여자 중 연장 기간 내 한화 2만원 또는 17USDT 또는 0.001BTC를 추가 입금 시 4USDT 상당 랜덤코인을 추가로 확보할 수 있다. 이벤트는 12월 3일부터 12월 9일까지 일주일 간 진행되며 에어드롭은 이벤트 종료 후 10영업일 이내 지급된다.한화 2000만원 이상 또는 1만7000USDT 이상 또는 1BTC 이상을 기간 내 충전 또는 입금한 회원에게 프리미어 파트너 멤버십 수수료 혜택을 주는 '입금 이벤트2'도 일주일 연장됐다. 2차 이벤트에서의 멤버십 혜택은 12월 15일부터 30일간 적용된다.지난달 25일 시작한 '1차 입금 이벤트2'를 달성한 회원은 적용 대상에서 제외된다.프리미어 파트너 멤버십은 모든 마켓을 0.04%의 국내 최저 수수료로 이용할 수 있는 연간 회원권이다. 랜덤 에어드롭도 총 20번 제공하며 일 대 일 직통 채널을 통한 전담 매니저 상담을 지원한다.후오비 코리아는 글로벌 최대 가상자산 거래소다. 국내 거래소 최초로 안면인식 기술을 도입했다.이영호기자 youngtiger@etnews.com▶ '인더스트리 4.0 디지털 인사이트 2020 컨퍼런스' 18일 온라인 개최▶ 네이버 홈에서 [전자신문] 구독하기 [Copyright ⓒ 전자신문 &amp; 전자신문인터넷, 무단전재 및 재배포 금지]
",전자신문,https://n.news.naver.com/mnews/article/030/0002916194?sid=105,2020-12-02 01:43:33,2020-12-02
2020-12-02,2020-12-02 10:41:29,"‘위험자산 GO, 안전자산 STOP’","
주가·비트코인은 사상 최고…금·달러는 약세코스피, 장중 2675.28…사상 최고 기록S&amp;P 500·나스닥 지수도 사상 최고치비트코인 1만9800달러까지 폭등



[헤럴드경제=김현경·강승연 기자] ‘산타랠리’는 올해도 어김없이 찾아올까.연말을 앞두고 글로벌 투자자들의 기대감이 높아지며 위험자산이 질주하고 있다. 국내증시와 뉴욕증시는 연일 사상 최고치를 경신하고, 위험자산의 대표 상품으로 떠오른 비트코인은 3년 여 만에 최고 몸값까지 치솟았다.반면 신종 코로나바이러스 감염증(코로나19) 사태 초기에 안전자산으로 인기를 끌었던 금과 달러는 약세를 면치 못하고 있다. 세계 각국의 경기 부양책과 경기 회복 기대감, 코로나19 백신 개발 낭보 등이 안전자산 대신 위험자산 선호 심리를 부추기는 상황이 벌어지고 있다.코스피는 2일 오전 9시 35분 전거래일 대비 41.03포인트(1.56%) 상승한 2675.28을 기록하며 장중 기준으로도 사상 최고치를 경신했다. 지수는 전장보다 11.63포인트(0.44%) 오른 2645.88로 장을 출발해 강세를 이어가고 있다.코스닥지수도 이날 장 초반 4.65포인트(0.52%) 오른 895.94를 기록하며 900선에 가까워졌다.간밤 뉴욕증시는 코로나19 대응 신규 부양책 논의 재개로 인한 기대감에 상승했다.1일(현지시간) 뉴욕증권거래소(NYSE)에서 다우존스 30 산업평균지수는 전장보다 185.28포인트(0.63%) 상승한 29823.92에 장을 마쳤다.스탠더드앤드푸어스(S&amp;P) 500 지수는 전장보다 40.82포인트(1.13%) 오른 3662.45, 기술주 중심의 나스닥 지수는 156.37포인트(1.28%) 오른 12355.11에 마감했다.이로써 S&amp;P 500 지수와 나스닥 지수는 장중 및 종가 기준 사상 최고치를 다시 갈아치웠다.대체투자처로 급부상한 비트코인도 연일 강세다. 미 경제전문매체 CNBC에 따르면 이날 비트코인 가격은 유닛당 1만9800달러를 찍으며 사상 최고치를 기록했다. 올 들어서만 160%에 달하는 급등세다.국내 비트코인 거래소인 빗썸에서도 전날 비트코인 가격이 2100만원을 돌파하며 3년 만에 최고치를 기록했다.이는 위험자산 선호 심리가 커지고 있는 데다 주요국의 막대한 돈 풀기에 따른 화폐가치 하락 우려로 암호화폐 수요가 확대된 데 따른 것이다. 글로벌 투자은행(IB) 씨티그룹이 비트코인을 ‘21세기의 금’으로 표현하고, 페이팔 등이 가상화폐 결제 서비스를 지원하는 등의 긍정적 소식도 겹쳤다.반면 안전자산의 대표격인 금은 하락세다. 한때 온스당 2000달러를 넘었던 국제 금 가격은 1800달러 안팎을 맴돌고 있다. 지난 7월 1g당 8만원을 넘어섰던 국내 금 가격도 6만2000~6만3000원대로 떨어졌다.달러도 마찬가지다. 6개 주요국 통화 대비 달러가치를 의미하는 달러인덱스는 1일 91.32로 떨어지며 2018년 4월 이후 2년 8개월 만에 최저치를 기록했다. 원/달러 환율은 달러당 1100원선 내외를 지속하며 달러 약세를 반영하고 있다.pink@heraldcorp.com▶환경적 대화기구 '헤럴드에코'▶밀리터리 전문 콘텐츠 ‘헤밀’▶헤럴드경제 네이버 채널 구독- Copyrights ⓒ 헤럴드경제 &amp; heraldbiz.com, 무단 전재 및 재배포 금지 -
		",헤럴드경제,https://n.news.naver.com/mnews/article/016/0001760079?sid=101,2020-12-02 01:41:29,2020-12-02
2020-12-02,2020-12-02 10:10:25,<모두가 통하는 쉬운 우리말 생활>포스팅·필터링·스트리밍… 번역어 있는데...,"




(18) 컴퓨터·인터넷 용어컴퓨터와 인터넷 분야는 만국 공통의 새로운 기술과 서비스가 속속 등장하는 특성을 반영하듯 외국어 표현이 넘쳐난다. 없던 것들이 만들어지다 보니 일일이 번역하기 어렵고, 세계인들과의 원활한 소통을 위해 굳이 번역어를 고집할 필요가 없다는 주장도 많다. 그러나 낯선 영어 표현에 소외감을 느끼는 사람이 적지 않다. 번역어를 적극 개발해 널리 쓰이도록 노력해야 할 이유다. 진작부터 번역어가 보급됐음에도, 최근 영어 표현이 더 자주 쓰이는 사례는 많다. ‘스크린(screen·화면)’ ‘키패드(key pad·자판)’ ‘패스워드(password·암호 또는 비밀번호)’ ‘팝업창(pop-up 窓·알림창)’ ‘리플(reply·댓글)’ 등이 대표적이다. ‘로그인(log in·접속하기)’ ‘로그아웃(log out·접속 끊기)’ ‘리셋(reset·재시동)’ ‘캡처(capture·갈무리 또는 화면 담기)’ ‘링크(link·연결)’ ‘로딩(loading·올리기 또는 탑재)’ ‘업로딩(uploading·(파일)올리기)’ ‘다운로딩(downloading·(파일)내려받기)’처럼 동작을 나타내는 표현도 번역어가 오래전부터 쓰였는데도 영어 표현이 남발되는 사례다. 최근 자주 쓰이는 ‘포스팅(posting·(글이나 사진)올리기)’ ‘필터링(filtering·걸러내기 또는 여과)’ ‘랜덤채팅(random chatting·무작위 채팅)’ ‘스트리밍(streaming·실시간 재생)’ 등도 번역어를 쓰면 더 이해하기 쉽다. 국어문화원연합회는 여기에 더해 ‘QR코드(Quick Response Code)’는 ‘정보무늬’로, ‘이모티콘(emoticon)’은 ‘그림말’로, ‘기프티콘(gifticon)’은 ‘모바일 선물(상품)권’으로, ‘해시태그(hashtag)’는 ‘핵심어 표시’로 바꿔 쓸 것을 권고하고 있다. 날로 사용자가 늘고 있는 온라인 게임 분야에서도 영어 표현이 불필요하게 자주 쓰인다. ‘게이머(gamer·게임 사용자)’ ‘게임머니(game money·게임 화폐)’ ‘레벨 업(level up·수준 올리기)’ 등이 대표적이다.오남석 기자 greentea@munhwa.com[문화일보·국어문화원연합회 공동기획][ 문화닷컴 바로가기 | 문화일보가 직접 편집한 뉴스 채널 | 모바일 웹 ][Copyrightⓒmunhwa.com '대한민국 오후를 여는 유일석간 문화일보' 무단 전재 및 재배포 금지(구독신청:02)3701-5555)]
		",17면 1단,https://n.news.naver.com/mnews/article/021/0002451477?sid=103,2020-12-02 01:10:25,2020-12-02
2020-12-02,2020-12-02 12:28:18,카카오 블록체인 계열사서 개인정보 유출··· 이름 이메일 전화번호 포함,"




[디지털데일리 이종현기자] 카카오의 블록체인 자회사 ‘그라운드원’에서 개인정보 유출 사고가 발생했다.  2일 그라운드원에 따르면 사고가 발생한 시점은 사고가 발생한 시점은 지난달 8일이다. 업무 목적으로 사용하고 있는 클라우드 기반 문서관리 시스템에 탈취한 계정으로 접속해 업무용 파일 일부를 탈취했다.   그라운드원은 클레이튼과 가상자산 지갑 서비스 클립의 정보가 유출되지는 않았다고 밝혔다. 유출된 정보는 그라운드원이 직접, 또 그라운드X가 개발한 플랫폼 ‘클레이튼’의 수탁자로 보관하고 있던 정보다. 업무용 협력사 관련 연락처 2000여개의 성명, 이메일, 전화번호 등 정보가 포함된 것으로 알려졌다.   그라운드원 관계자는 피해 사실 확인 후 유관 기관에 신고하고 해당 계정의 접속차단, 내부 보안 강화 및 IP 통제, 모니터링 조치 등 피해 발생 예방 및 유사 사례 방지 조치를 취했다고 전했다.   그러나 정보가 유출된 지 1개월가량 지나서야 피해 사실을 전한 것에 대한 비판도 제기됐다. 유출된 지난달 8일 이후 암호화폐의 시세가 급등했다. 유출된 정보의 소유자 대부분이 암호화폐에 대한 관심도가 비교적 높은 이들로 예상되기에 2차 피해 가능성이 우려된다.   그라운드원은 정보가 유출된 이들에게 피해 사실을 전한 뒤 유출정보를 악용한 것으로 의심되는 보이스피싱, 스팸문자, 불법 텔레마케팅 등에 대한 주의를 당부했다.    &lt;이종현 기자&gt;bell@ddaily.co.kr▶ 네이버에서 디지털데일리 채널 구독하기▶ IT정보의 즐거운 업그레이드 [딜라이트닷넷]&lt;저작권자 © 디지털데일리 무단전재-재배포금지&gt;
		",디지털데일리,https://n.news.naver.com/mnews/article/138/0002095532?sid=105,2020-12-02 03:28:18,2020-12-02
2020-12-02,2020-12-02 10:11:14,네이버 공공 클라우드에 ‘람다256 블록체인’ 올라간다,"
			[이데일리 김현아 기자]



네이버의 클라우드 자회사 네이버클라우드와 암호화폐 거래소인 업비트(Upbit)를 운영하는 두나무의 블록체인 연구소 람다256이 양해각서(MoU)를 체결했다.앞으로 람다256은 네이버 클라우드 플랫폼의 공공 전용 클라우드 서비스에 자사의 ‘루니버스’ 솔루션을 구축하고, 향후 정부 주도 블록체인 확산 사업 과제 등에 제공한다.양사는 공공 분야 외에도 다양한 협력을 통해 안전한 클라우드를 필요로 하는 여러 분야에 지속적으로 인프라를 제공해 나갈 예정이다.네이버클라우드(대표 박원기)와 블록체인 서비스 플랫폼 ‘루니버스’ 운영사인 람다256(대표 박재현)이 공공분야의 BaaS 개발과 확산을 위해 양해각서(MoU)를 체결했다고 2일 밝혔다. BaaS는 블록체인에 클라우드 서비스를 결합한 ‘서비스형 블록체인(Blockchain-as-a-Service)’으로, 클라우드 기반의 블록체인 시스템을 안전하게 활용할 수 있도록 하여, 기존 구축형 블록체인 인프라에 투입되는 막대한 비용 및 개발 리소스를 절감할 수 있다는 장점이 있다.최근 공공분야의 블록체인과 BaaS 모델에 대한 관심이 높아지면서, 람다256은 블록체인 개발 및 운영 플랫폼인 ‘루니버스’를 네이버 클라우드 플랫폼의 공공 전용 클라우드에 올리기로 결정했다.정부 및 공공기관에서 엄격한 클라우드 컴플라이언스 요구조건을 네이버클라우드가 모두 충족한 점이 이번 양해각서 체결에 주효했다고 람다256 관계자는 설명했다.네이버클라우드 박원기 대표는 “네이버 클라우드 플랫폼은 국내 클라우드 중 보안에 가장 많은 투자를 진행하며 세계적 수준의 보안 환경을 갖추고 있다”며 “안전한 네이버 클라우드 플랫폼 상에 올려진 루니버스를 통해 혁신적인 공공 BaaS 사례와 글로벌 경쟁력을 갖춘 민간 기업 프로젝트들이 많이 나올 수 있도록 적극적으로 협력하겠다”고 말했다. 람다256 박재현 대표는 ”국내 최고의 클라우드 기업인 네이버클라우드와의 협업은 블록체인 업계에 매우 희소식이다. 이번 협업으로 인해 정부와 기업들이 블록체인 인프라 구축에 투입하는 비용과 시간이 줄어들게 되었다”며 “공공 BaaS를 통해 보다 안전하고 효율적인 블록체인 기반 서비스가 많이 제공되어서 블록체인 성공사례가 확산되기를 바란다”고 밝혔다.김현아 (chaos@edaily.co.kr)▶ #24시간 빠른 #미리보는 뉴스 #eNews+▶ 네이버에서 '이데일리 뉴스'를 만나보세요▶ 빡침해소, 청춘뉘우스 '스냅타임'＜ⓒ종합 경제정보 미디어 이데일리 - 무단전재 &amp; 재배포 금지＞
",이데일리,https://n.news.naver.com/mnews/article/018/0004798741?sid=105,2020-12-02 01:11:14,2020-12-02
2020-12-02,2020-12-02 12:00:39,"가상화폐, 러시아 중앙 스베르방크서 공식화 선언","




비트코인 가격이 사상 최고치를 넘긴 가운데 러시아가 가상화폐 공식화를 위한 제도정비를 서두르며 서도적인 움직임을 보이고 있다.러시아 최대 국영 스베르방크(Sberbank) CEO(최고경영자)는 다가오는 가상화폐 규제와 계획을 발표하고 투자은행 JP모건과 협력해 자체 가상화폐 발행에 대한 계획도 공식적으로 밝혔다.러시아 최대 국영은행인 스베르방크는 오는 1월부터 가상화폐와 거래소 등 업계 전반에 대한 규제에 들어갈 예정으로 가상화폐 담당 최고경영자 허먼 그레프(Herman Gref)는 1일(현지시간) '디지털 금융 자산에 관한 법률'이 내년 1월부터 시행될 계획이라고 말했다.법률에는 디지털 자산에 대한 법률적 정의와 함께 러시아에서 가상화폐가 공식적으로 합법화 하는 내용이 담길 것이라며 두마(Duma, 러시아 국회)에서 계류 중인 '디지털 통화에 관한 법률'은 규제의 틀을 담을 것이라고 덧붙였다.2021년 1월 1일부터 시행되는 법률에는 디지털 자산 구매서비스를 제공할 새로운 블록체인 플랫폼의 출시에 대한 내용을 담고 있으며 자체 가상화폐인 스베르코인(sbercoin) 발행을 위해한 JP모건과 협력할 것으로 알려졌다. JP모건도 최근 JPM 코인(JPM Coin)을 출시한 바 있다.스베르방크는 러시아 중앙은행 디지털 통화(CSDC)를 발행하는 것과 함께 가상화폐 발행 작업도 병행할 예정으로 스베르방크는 러시아 83개 지방에 14200개의 점포를 가진 러시아, 유럽 중동부에서 가장 대형은행이다.러시아 중앙은행이 가상화폐를 직접 발행한다는 사실은 공적으로 활용되는 것은 물론 공식 화폐로서의 가치를 부여하겠다는 것으로 향후 러시아가 가상화폐의 중심으로 부상할 수 있다는 평가가 나오고 있다.▶ 조세일보 홈페이지 / 정회원 가입▶ 조세일보 네이버 뉴스스탠드 구독(종합/경제)백성원(peacetech@joseilbo.com)저작권자 ⓒ 조세일보(http://www.joseilbo.com). 무단전재 및 재배포 금지
		",조세일보,https://n.news.naver.com/mnews/article/123/0002235395?sid=004,2020-12-02 03:00:39,2020-12-02
2020-12-02,2020-12-02 20:41:32,간이과세 기준 상향하고 '착한 임대인 공제' 기한 늘린다,"
가상화폐 소득에는 2022년부터 소득세 부과중기 직장인의 육아복직 세액공제율도 상향의욕 갖고 추진했던 유보소득세 과세 방안은 보류



지난달 19일 오후 서울 여의도 국회에서 열린 본회의장에서 본회의가 열리고 있다. /연합뉴스[서울경제] 예산부수법안의 국회 본회의 처리로 신종 코로나바이러스 감염증(코로나19) 확산에 따른 매출 감소로 어려움을 겪고 있는 일부 자영업자들이 감세 혜택을 받을 것으로 전망된다.  2일 정치권과 관계 부처 등에 따르면 간이과세 기준 금액을 연 매출 4,800만 원에서 8,000만 원으로 상향하는 부가가치세법 개정안이 국회를 통과했다. 이번 개정안은 코로나19로 어려움을 겪고 있는 자영업자를 돕기 위해서다. 이번 부가세법 개정으로 2,800억 원의 세수 감소가 예상된다. 반면 23만 명의 간이과세자가 늘어나 해당 사업자당 평균 117만 원의 세 부담이 줄어들 것으로 분석된다. 국회는 또 조세특례제한법 개정을 통해 임대료 인하액의 50%를 임대인의 소득세나 법인세에서 세액공제해주는 ‘착한 임대인 세액공제’ 적용 기한을 6개월 연장하기로 했다. 이에 따라 임대인들은 내년 6월 말까지 임대료 인하에 따른 세액공제 혜택을 받을 수 있다.  중소·중견 기업 육아휴직 복직자에 대한 인건비 세액공제율 또한 상향된다. 중소 기업은 10%에서 30%로, 중견 기업은 5%에서 15%로 각각 높아진다. 연안 화물선용 경유 유류세 감면 대상을 유종을 전환한 선박에서 모든 선박으로 확대 적용해 운송 사업자들의 세금 부담도 덜어준다. 뉴딜 인프라 펀드 투자자를 대상으로 배당소득을 분리과세하는 세법 개정안도 통과됐다. 납입 한도는 2억 원이며 9%의 별도 세율이 적용된다. 적용 기한은 오는 2022년 말까지다. 종합부동산세 대상인 부부 공동 명의 1주택자의 경우 ‘9억 원 기본 공제+고령자 및 장기 보유 공제 적용’이나 ‘12억 원 기본 공제’ 중 하나를 택할 수 있게 했다. 암호화폐 거래 시 연 250만 원을 넘는 소득에 대해 20%를 과세하는 방안이 애초 대비 석 달 미뤄져 2022년 초부터 시행되며 외국인  근로자도 주택자금 소득공제 적용 대상에 신규 포함시켰다. 한편 정부가 ‘과세 형평성’을 이유로 의욕을 갖고 추진했던 유보소득세 과세 방안은 보류됐다. 기획재정부는 최대주주와 친인척 등 특수 관계자가 보유한 지분이 80% 이상인 기업이, 당기순이익의 50% 이상 또는 자기자본의 10% 이상의 유보금을 쌓아둘 경우 이에 소득세를 부과하는 방안을 추진했다. 이와 관련해 중소기업을 중심으로 유보소득에 대한 기준이 모호한데다 코로나19 등으로 가뜩이나 어려운 상황에서 기업 활동을 옥죈다는 비판이 제기됐으며 정치권에서 이 같은 중소 업계의 의견을 수용하면서 관련 방안이 보류됐다.  /세종=양철민기자 chopin@sedaily.com ▶ '3분'만 투자하세요 [김영필의 월스트리트]▶ 정치권 속사정이 궁금하다면  [여쏙야쏙]▶ 네이버 채널에서 '서울경제' 구독해주세요!저작권자 ⓒ 서울경제, 무단 전재 및 재배포 금지
		",8면 2단,https://n.news.naver.com/mnews/article/011/0003835931?sid=101,2020-12-02 11:41:32,2020-12-02
2020-12-02,2020-12-02 15:56:49,"리브라 암호화폐, 페이스북과 거리두기…'디엠'으로 개명","
협회 독립성 강조…기존 규제기관과 우호적 관계 형성[아이뉴스24 안희권 기자] 리브라 암호화폐가 지난해 각국 규제기관의 눈총을 받아온 페이스북과 거리두기에 나섰다.더버지 등의 주요외신들에 따르면 리브라 암호화폐는 1일(현지시간) 브랜드를 '디엠'으로 바꾸고 독자성을 강조하고 있다.리브라 암호화폐는 지난해 페이스북이 가상화폐 시장을 공략하기 위해 야심차게 선보였다. 하지만 각국 규제기관들은 리브라가 자금세탁이나 불법자금으로 활용되고 기존 금융시스템을 붕괴시킬 수 있다며 우려를 제기했다. 이런 거세 반대로 인해 리브라 암호화폐는 서비스를 시작하지 못했고 지난 4월에는 당초 세웠던 계획을 축소했다.



페이스북의 리브라 암호화폐가 이름을 디엠으로 바꿨다 [디엠]그 후에도 금융업계나 규제기관의 우려가 줄어들지 않아 리브라협회는 페이스북과 거리두기를 시작한 것으로 보인다. 이번 개명으로 리브라협회는 앞으로 디엠협회, 암호화폐는 디엠달러로 불린다.일각에서는 리브라가 빠르면 내년 1월에 서비스를 시작할 것으로 내다봤다.디엠 프로젝트는 핀테크 혁신을 추진하기 위한 단순 플래폼으로 소비자나 사업자가 저렴한 비용에 안전하게 거래할 수 있도록 하는데 초점을 맞추고 있다. 페이스북도 규제기관들의 우려를 해소시켜 주기 위해 리브라 암호화폐와 거리를 두고 있다.지난 5월 리브라협회는 리브라 서비스인 칼리브라의 결제 솔루션의 명칭을 노비로 바꿨다. 물론 페이스북은 여전히 디엠협회의 27개 회원사중 하나로 남아 있다.시장 분석가들은 리브라협회가 이름을 바꾸며 페이스북과 거리두기에 나서고 있어 규제기관들도 이 협회의 금융시장 진출을 더 이상 차단하지 않을 것으로 점쳤다.안희권기자 argon@inews24.com▶네이버 채널에서 '아이뉴스24'를 구독해주세요.▶재밌는 아이뉴스TV 영상보기 ▶아이뉴스24 바로가기[ⓒ 아이뉴스24 무단전재 및 재배포 금지]
",아이뉴스24,https://n.news.naver.com/mnews/article/031/0000571881?sid=105,2020-12-02 06:56:49,2020-12-02
2020-12-02,2020-12-02 09:00:19,미 국무부 '대북제재 위반 제보' 웹사이트 개설…北 '압박',"
자금 세탁·사이버 작전·사치품 수출 등 제보에 포상금 제공



미국 국무부가 새로 개설한 북한의 제재 위반 정보를 제보할 수 있도록 하는 웹사이트 캡처화면. © 뉴스1(서울=뉴스1) 나혜윤 기자 = 미국 국무부가 북한의 제재 위반 정보를 제보할 수 있도록 하는 웹사이트를 새로 개설했다. 2일 미국의소리(VOA) 방송에 따르면 알렉스 웡 미국 국무부 대북특별부대표는 1일(현지시간) 미 싱크탱크 전략국제문제연구소(CSIS)가 '팬데믹 이후 북한 경제 전망'을 주제로 개최한 화상 세미나 기조연설에서 이같이 밝혔다. 웡 부대표는 국무부가 무기 수출, 자금 세탁, 선박 간 환적 등 제재 위반 사례에 관한 제보에 최대 500만 달러(약 55억원)의 포상금을 제공한다고 설명했다. 국무부는 그동안 테러자금 조달, 대량살상무기 획득, 대북 불법 행위 등을 총괄적으로 다룬 '사법정의를 위한 현상금 프로그램(RFJ)' 사이트를 운영해왔다. 지난해 6월부터 국무부는 대북 제재 위반 사례 제보에 관한 포상금 제도를 도입했지만, 북한의 불법 행위만을 겨냥한 독자적인 웹사이트를 개설한 것은 이번이 처음이다. 국무부는 신설 웹사이트에서 8가지 분야에 대한 대북 제재 회피 행위 정보를 수집한다고 밝혔다. 여기에는 북한의 군사 무기와 관련 기타 물품의 수출과 선적 행위, 북한 정부의 이익을 위한 전 세계 금융기관과 암호화폐 거래소 등 사이버 보안을 훼손하려는 사이버 작전, 북한산 석탄 수출과 원유∙석유 제품 수입에 관여한 선박 간 환적(STS)이 해당된다. 국무부는 북한 정부의 수입 창출 목적으로 해외에 파견된 북한 노동자에 관한 정보를 비롯해 이들을 고용하거나 제3국에서 북한 노동자들의 활동을 조장하는 개인과 기업에 대한 정보를 찾고 있다고 밝혔다. 북한 정부를 지원하기 위한 자금세탁도 정보 수집 대상이다. 이 외에도 마약 밀매, 상품∙화폐 위조, 북한 정부 지원 목적의 대량 현금 밀수, 대북 사치품 수출을 위한 선적∙운송 행위에 관한 정보도 제공받는다. 국무부는 북한 정부에 의해 자행된 '심각한 인권 유린'에 관한 제보도 받는다. 웹사이트는 영어 외에도 한국어, 중국어, 러시아어 등 총 21개 언어로 번역돼 있다. 또한 왓츠앱, 시그널, 텔레그램 등 3개의 메신저 앱을 통해 제보할 수 있게 되어 있다. 제이슨 바틀렛 신미국안보센터(CNAS) 연구원은 1일 VOA에 ""새 웹사이트는 국무부가 북한의 제재 회피 전술을 구체적으로 겨냥하는 데 자원을 집중하고 있다""며 ""국무부가 대북 제재 회피 행위의 복잡성과 정교성을 이해하고 있다는 점도 보여준다""고 말했다.freshness410@news1.kr▶ 네이버 메인에서 [뉴스1] 구독하기!▶  뉴스1 바로가기 ▶  코로나19 뉴스 © 뉴스1코리아(news1.kr), 무단 전재 및 재배포 금지
		",뉴스1,https://n.news.naver.com/mnews/article/421/0005024859?sid=100,2020-12-02 00:00:19,2020-12-02
2020-12-02,2020-12-02 11:23:03,비트겟(Bitget) 카피 트레이드 입주 트레이더 1600명 돌파,"
글로벌 진출 본격화…. 한국 시장 진출도



파생상품 거래 플랫폼 '비트겟(Bitget)'이 '원클릭 카피 트레이드'에 입주한 트레이더가 1600명을 돌파했다고 2일 밝혔다. 비트겟은 올해 5월 계약 거래 초보자를 대상으로 원터치 카피 트레이드를 선보인 바 있다. 비트겟은 올해 초부터 글로벌 확장을 시작했다. 한국 시장이 글로벌 거래소들에게도 매력적인 시장인 만큼, 한국 시장 진출을 본격화한다고 발표했다. 현재, 한국 운영팀 구성 역시 마치고 한국어 서비스를 시작했다. 특히, 한국 사용자들을 위해 사용자 인터페이스를 최적화하는 것은 물론, 거래 수수료 50% 할인 정책을 실시 중이다. 사실 비트겟 거래소는 한국과 인연이 깊은 편이다. 게임업계의 거인인 SNK가 비트겟에 전략 투자사로 투자를 했는데, SNK는 지난해 5월 코스닥 상장했다. 해당 상장은 해외 기업의 국내 상장 시가총액 최대치를 기록했다. 또한, 비트겟은 단단한 제품 배경을 바탕으로 2017년 USDT 계약을 체결하고 해외 사용자들의 수요를 맞추기 위해 빠른 시일 내에 인버스 계약을 체결함으로써 업계 최초로 두 가지 계약 품목을 동시에 보유했다고 회사 측은 전했다. 비트겟은 거래의 안전을 제일 중요하게 여기며, '손/익절 설정', '빠른 청산' 등의 기능으로 사용자의 신속하고 정확한 거래를 지원한다는 방침이다. 특히, 이들 제품 기능 중 원클릭 카피 트레이드는 트레이더와 사용자의 양방향 문제를 해결할 수 있다는 점에서 인기를 끌고 있다고 회사 측은 강조했다. 트레이더가 입주하면 플랫폼거래와 DAU를 통해 플랫폼 성장 배당금을 공유하게 된다. 이외에도 API 패킹 시스템 CCXT를 지원하며, CCXT는 Gunbot、Autoview、Sirius Trader 등 다양한 자동화 거래 플랫폼과 더 나은 서비스 기관 가입자를 위한 전략적 제휴를 맺고 있다.비트겟코리아 장준 책임자는 ""비트겟은 한국의 암호화폐 시장을 긍정적으로 전망하고 있으며, 블록체인 기술 발전으로 디지털 자산이 더 많이 받아들여지고, 활용될 것""이라며 ""비트겟은 최고의 제품과 서비스를 한국 사용자들에게 선사할 것""이라고 말했다. 현재, 비트겟은 전 세계에서 가장 큰 파생상품 거래 플랫폼 중의 하나로, 100만 명이 넘는 가입자를 보유하고 있으며 세계 유명 암호화폐 평가 사이트인 코인마켓캡(CoinMarketCap)은 비트겟을 파생상품 거래소 6위로 랭크한 바 있다.고승민기자 ksm@dt.co.kr 디지털타임스 채널 구독 / 뉴스스탠드 구독디지털타임스 홈페이지 바로가기
",디지털타임스,https://n.news.naver.com/mnews/article/029/0002640389?sid=105,2020-12-02 02:23:03,2020-12-02
