UTC-date,UTC-time,title,content,press,link,score,score3,score4,score2
2022-02-08,2022-02-08 22:22:01,해킹한 비트코인 세탁한 부부…美 사상 최대 4조3000억원 압류,"FILE PHOTO: A representation of the virtual cryptocurrency Bitcoin is seen in this picture illustration taken October 19, 2021. REUTERS/Edgar Su/File Photo[헤럴드경제=한지숙 기자] 미국 법무부는 8일(현지시간) 수조 원대에 달하는 도난 비트코인의 돈세탁을 공모한 혐의로 미국인 2명을 기소했다.AP통신 등에 따르면 법무부는 이날 뉴욕 맨해튼에 거주하는 일리야 리히텐슈타인(34세)과 그의 아내 헤더 모건(21세)을 11만9754개의 비트코인에 대한 돈세탁 공모 혐의 등으로 기소했다.법무부는 이들로부터 36억 달러(4조3000억 원)에 달하는 비트코인을 압류했다고 밝혔다.리자 모나코 법무차관은 성명에서 지금까지 법무부가 행한 금융 압류 중 최대 규모라면서 ""가상자산이 범죄자들의 안전한 피난처가 아님을 보여준다""고 말했다.이들 부부가 세탁하려 한 가상자산은 지난 2016년 홍콩 가상자산 거래소인 비트피넥스에서 해킹으로 도난당한 비트코인이다.당시 피해액은 7100만 달러(850억 원)로 역대 최대 규모였다. 하지만 이후 비트코인 가격이 오르면서 현재는 45억 달러(5조4000억 원)에 달한다는 것이 법무부의 설명이다.법무부는 이들 부부가 도난당한 비트코인을 디지털 지갑으로 넘겨받은 뒤 가짜 신분으로 온라인 계정을 만들어 온라인 암시장인 '다크넷'을 이용해 자금을 인출하는 등 정교한 세탁 수법을 사용했다고 밝혔다.또 수백만 달러를 비트코인 자동 입출금기(ATM)를 통해 인출해 금과 대체불가토큰(NFT), 월마트 기프트카드 등을 구입하는 데 사용한 것으로 전해졌다.다만 이 부부는 비트피넥스를 해킹한 혐의로는 기소되지 않았다.이들 부부는 돈세탁 혐의로 최대 20년, 미국 정부를 속인 혐의로 최대 5년의 징역형을 선고 받을 수 있다고 법무부는 밝혔다.비트피넥스는 성명을 내고 도난당한 비트코인 회수라는 권리 행사를 위해 법무부와 협력하고 있다고 밝혔다.",헤럴드경제,https://n.news.naver.com/mnews/article/016/0001947990?sid=104,0.0,0.8,-1.0,0.0
2021-11-22,2021-11-22 07:48:04,23년만에 정부 품 떠나는 우리금융…유진PE·두나무 새주주(종합),"우리금융우리금융지주가 23년 만에 사실상 '완전 민영화'된다. 최대주주인 예금보험공사(이하 예보)가 보유한 우리금융 지분 9.3%를 민간에 매각키로 하면서다. 유진 PE(프라이빗에쿼티)와 KTB자산운용, 얼라인파트너스컨소시엄, 두나무 등 4개사가 우리금융 새주주가 되며, 이중 지분 4%를 인수하는 유진 PE는 사외이사 추천권을 통해 우리금융 경영에도 참여한다.━유진PE, KTB자산운용, 두나무 등 새주주…낙찰가 1만3000원 초중반, 원금회수주가 '훌쩍'━금융위원회 산하 공적자금관리위원회(공자위)는 22일 회의를 열고 예보가 보유한 우리금융 지분 9.3%를 5곳에 매각하는 안을 의결했다.우선 유진PE가 우리금융 지분 4%를 낙찰받아 사외이사 추천권을 얻게 됐다. 또 KTB자산운용이 2.3%, 얼라인파트너스컨소시엄이 1%, 두나무가 1%, 우리금융 우리사주조합이 1%의 지분을 각각 낙찰 받았다.다음달 9일까지 매각 절차가 완료되면 우리금융은 1998년 구(舊) 한일·상업은행에 공적자금이 투입된 지 23년만에 사실상 완전 민영화에 성공한다. 최대주주 지위를 상실하는 예보 대신 우리사주조합이 최대주주 지위를 획득하고, 국민연금이 2대주주가 된다. 지분이 15.1%에서 5.8%로 줄어드는 예보는 빠른 시일 내 남은 지분도 민간에 매각할 방침이다.공자위는 모든 낙찰자들의 입찰가가 1만3000원을 초과했다고 공개했다. 이른바 원금회수주가인 1만2056원을 훌쩍 넘긴 1만3000원 초중반대에 낙찰가가 형성된 것으로 전해졌다. 이번 매각을 통해 약 8977억원이 회수될 것으로 예상되며, 매각 완료 시 우리금융에 투입된 12조8000억원의 공적자금 중 12조3000억원(회수율 96.6%)이 회수된다. 예보가 나머지 지분 5.8%를 주당 1만193원 이상으로만 팔면 우리금융에 투입된 공적자금 전액을 회수할 수 있게 되는 셈이다.무엇보다 정부 품을 떠나게 되는 우리금융이 '정부 소유 금융지주회사'라는 디스카운트(가격 할인) 요인이 사라지면서 예보가 보유한 잔여지분 매각에 대한 추가이익 가능성도 높아졌다는 평가다.━예보 비상임이사 선임권 상실…명실 상부 '과점주주 중심 지배구조' 구축━아울러 우리금융은 과점주주 중심의 지배구조를 공고히 한다. 대주주이지만 사외이사 추천 권한은 없는 우리사주조합과 국민연금을 대신해 IMM PE(5.57%), 한국투자증권(3.77%), 키움증권(3.73%), 한화생명(3.16%), 푸본생명(3.97%) 등 기존 과점주주에 더해 이번에 4% 지분을 새로 취득하는 유진 PE까지 6곳의 과점주주가 각각 한명씩의 사외이사를 추천하게 된다. 예보는 현 김홍태 비상임이사 임기 만료 예정인 내년 3월 이후 우리금융 비상임이사 선임권을 상실한다.업계에선 유진PE와 KTB자산운용 등이 우리금융의 사업적 안정성과 배당 등에 매력을 느껴 투자에 참여한 것으로 분석한다. 앞서 KTB투자증권에 매각한 유진저축은행 경영 경험이 있는 유진그룹은 계열 PEF 운용사인 유진PF를 통해 우리은행과의 연계사업도 염두에 두고 투자에 나섰다는 해석이 지배적이다. KTB자산운용은 예전부터 우리금융을 눈여겨봐 온 회사다. 2016년 예보가 보유한 우리금융 지분을 매각할 때도 입찰에 참여했지만 당시 경쟁에선 밀렸다.가상자산(암호화폐) 거래소 업비트를 운영하는 두나무는 이번 인수전에서 가장 높은 입찰가를 써낸 것으로 알려졌다. 지분 인수에 강한 의지를 드러내 왔다. 우리금융 지분 일부를 확보하면서 향후 업비트 사업에도 도움이 될 것이란 전망이다. 벌써부터 케이뱅크가 아닌 우리은행이 업비트 실명계좌를 발급해 줄 가능성도 제기된다.한편 공자위는 낙찰자의 낙찰포기 가능성에 대비한 예비 낙찰자도 선정했다. 다만 차순위 낙찰예정자 명단은 공개하지 않았다. 지난 18일 마감된 본입찰에는 낙찰자들 외에 하림그룹, 한국투자금융지주, 호반건설, ST인터내셔널(옛 삼탄) 등이 참여한 상태다.공자위 관계자는 ""입찰자 평가 순위에 따라 차순위 낙찰 예정자가 결정됐다""며 ""낙찰 포기 물량 발생시 차순위 낙찰 예정자 순서대로 매각 물량을 재배정 할 수 있다""고 밝혔다.",5면 1단,https://n.news.naver.com/mnews/article/008/0004673718?sid=101,0.0,0.8,0.8,0.0
2019-03-05,2019-03-05 02:44:00,"파라과이 ‘골든구스 프로젝트’ 홈페이지 오픈, 프리세일 진행","(사진=골든구스)[이데일리 장구슬 기자] 골든구스 프로젝트(Golden Goose)를 진행 중인 커먼즈 재단이 오는 10일 골든구스 홈페이지를 통해 골드토큰 프리세일(Pre-Sale)을 시작한다고 밝혔다.골든구스 프로젝트는 파라과이의 지원과 협력을 통해 파라과이에 세계 최대 규모의 암호화폐 채굴센터와 글로벌 암호화폐 거래소 설립을 위한 프로젝트로 지난해 11월 파라과이 조인트벤처와 관련 계약을 체결했다. 이 계약은 세계 최대의 청정에너지를 생산하는 이타이푸 수력발전소 부근에 500MW급 변전소를 포함한 채굴센터 부지 총 25만㎡ 규모의 부지, 저렴하고 안정적인 전력요금, 인터넷 전용망, 인프라 확보 등이 포함돼 있다. 지난 2월28일엔 골든구스 프로젝트의 홈페이지가 한국어, 영어, 스페인어 3개 언어로 오픈했으며 3월 내 일본어와 중국어도 지원할 예정이다. 골든구스 토큰 프리세일은 홈페이지를 통해 참여가 가능하다.이번 프리세일을 포함한 모든 프로젝트의 참여는 비트코인(BTC), 이더리움(ETH), 마이크로비트코인(MBC)으로 기부하고 골든구스 토큰(GOLD)을 기부자가 참여율에 따라 받는 방식으로 진행된다.골든구스 팀은 비트퓨리의 BBAC 장비 4대 주문을 시작으로 임시채굴센터 건립 및 가동을 본격적으로 시작할 예정이며, 프리세일 참여자들은 빠르면 2019년 2~3분기부터 기부보상을 받을 수 있을 것이라고 밝혔다. 프로젝트를 이끌고 있는 커먼즈 재단의 최용관 이사장은 “골든구스 프로젝트는 남미에 초대형 블록체인 생태계를 조성하는 첫 사례로 파라과이, 비트퓨리, 골든구스 팀, 나아가 이해관계자 모두의 성장과 성공으로 이어질 것이며 최고의 파트너들과 함께 전 세계 블록체인 생태계 환경을 새롭게 조성할 것”이라고 전했다.장구슬 (guseul@edaily.co.kr)네이버 홈에서 ‘이데일리’ 기사 보려면 [구독하기▶]꿀잼가득 [영상보기▶] , 빡침해소!청춘뉘우스~ [스냅타임▶]＜ⓒ종합 경제정보 미디어 이데일리 - 무단전재 &amp; 재배포 금지＞",이데일리,https://n.news.naver.com/mnews/article/018/0004323901?sid=102,0.0,0.8,0.8,0.0
2018-06-23,2018-06-23 01:38:05,“블록체인으로 숙박공유 등 공유경제 신뢰성 확보”,"UCL 블록체인 테크놀로지센터 상임위원 특별강연 블록체인 기술을 활용해 차량·숙박공유 등 공유경제 서비스 참여자 간 신뢰성을 높일 수 있다는 제언이 나왔다.  얍컴퍼니는 지난 22일 서울 종로구 본사에서 ‘새로운 경제 패러다임 안에서 블록체인의 역할’이라는 주제로 특별강연을 진행했다고 23일 밝혔다.         파올로 타스카(Paolo Tasca) UCL 블록체인 테크놀로지센터 상임위원이 22일 서울 종로구 얍컴퍼니 라운지에서 열린 '블록체인 이코노미' 특강에서 강연을 진행하고 있다. /사진=얍컴퍼니    이날 기조연설을 맡은 영국 유니버시티 칼리지 런던(UCL) 블록체인 테크놀로지센터의 파올로 타스카 상임위원은 블록체인이 기술로써 가지고 있는 이중성에 대해 강조했다. 또한 정보통신기술(ICT) 차원의 블록체인과 기관 기술로서의 블록체인을 구분해 설명했다.  특히 새로운 경제 패러다임인 공유경제와 관련, 블록체인 기술이 신뢰성을 확보할 수 있다는 점을 강조했다. 파올로 타스카 상임위원은 “공유경제에서 가장 중요한 것은 사람들 간의 신뢰관계”라며 “이를 가장 잘 실현시킬 수 있는 것이 블록체인”이라고 말했다.  또한 그는 한국의 블록체인 및 암호화폐 규제 환경에 대해서 민관협력의 중요성을 시사했다. 타스카 상임위원은 “중국이 규제로 나가고 있는 지금 블록체인과 관련해 한국은 기회의 땅”이라며 “중국과 연계해서 동남아시아와 글로벌로 성장할 수 있는 기회이기도 하다”고 말했다.  이번 행사를 주도한 얍컴퍼니 박성재 전략부문 대표는 “플랫폼이 사라지는 블록체인 시대에 기술을 선도하기 위해 관련 회사들과 오랜 시간 협력하고 있다”며 “심도 있는 자문을 구하기 위해 세계적인 석학을 초청했다”고 행사 의의를 전했다.  파올로 타스카 박사는 스위스 취리히연방공과대(ETH)에서 경제학 박사 학위를 취득하고, 유럽연합(EU), UN 블록체인 자문위원, 영국 UCL 블록체인 테크놀로지센터 설립자 겸 상임위원으로 활동하고 있다. elikim@fnnews.com 김미희 기자   ▶ 세상의 모든 골 때리는 이야기 'fn파스'▶ 속보이는 연예뉴스 fn스타  ※ 저작권자 ⓒ 파이낸셜뉴스. 무단 전재-재배포 금지",파이낸셜뉴스,https://n.news.naver.com/mnews/article/014/0004044925?sid=004,0.0,0.8,0.8,0.0
2020-07-07,2020-07-07 12:15:02,"코빗, 채용 추천하면 '1 비트코인' 준다","사진=코빗국내 가상자산(암호화폐) 거래소 코빗이 채용 추천 이벤트를 진행한다고 7일 밝혔다. 코빗은 이번 신규 채용 과정에서 iOS 시니어 개발자 및 플랫폼 개발자를 대상으로 채용 추천을 받을 방침이다. 만약 추천한 인재의 입사가 확정된 경우 추천인에게 1 비트코인(약 1100만원)을 포상금으로 제공한다.해당 이벤트는 이번달 31일까지 진행하며 코빗 채용 공고가 게시된 채용 사이트를 통해 누구나 후보자를 추천할 수 있다. 오세진 코빗 대표는 “코빗이 2020년 한 해 동안 제도권 진입으로 가는 선제적 시스템을 구축하고 더욱 개선된 서비스 플랫폼을 제공해 나갈 수 있도록 준비해 나갈 계획"" 이라며 “앞으로도 고객이 안심하고 거래할 수 있는 환경을 조성해 나가기 위해 공격적인 채용을 이어 나갈 것”이라고 말했다.코빗은 직군에 따라 면접과 코딩 테스트 등 전형 과정을 거쳐 합격자를 선발할 예정이다. 보다 자세한 사항은 코빗 채용 페이지를 통해 확인할 수 있다.김산하 한경닷컴 기자 sanha@hankyung.com기사제보 및 보도자료 open@hankyung.com▶ 네이버에서 한국경제 뉴스를 받아보세요▶ 한경닷컴 바로가기  ▶ 모바일한경 구독신청 ⓒ 한국경제 &amp; hankyung.com, 무단전재 및 재배포 금지",한국경제,https://n.news.naver.com/mnews/article/015/0004375747?sid=105,1.0,0.8,0.0,0.0
2020-04-12,2020-04-12 05:13:06,"넥슨 김정주, 캐나다 명품 패딩 업체에 642억 투자","무스패션 지분 23.9% 취득김정주 NXC 대표. 넥슨 제공[이데일리 노재웅 기자] 넥슨 창업주 김정주 엔엑스씨(NXC) 대표가 지난해 캐나다 명품 브랜드 ‘무스너클’에 642억원을 투자한 것으로 나타났다.12일 업계에 따르면 엔엑스씨는 지난해 6월 벨기에에 본사를 둔 투자 전문 자회사 NXMH를 통해 캐나다 의류 업체인 무스패션에 642억원을 투자, 지분 23.9%를 취득했다.무스패션은 무스너클로 유명한 업체다. 노비스, 캐나다구스 등과 함께 캐나다 3대 명품 패딩 브랜드로 꼽히는 무스너클 패딩 가격은 대부분 100만원대가 넘는다.한편 김정주 대표는 NXC를 통해 비(非) 게임 분야 투자를 지속해서 이어오고 있다. 무스패션에 앞서 명품 유모차 업체인 스토케, 암호화폐 거래소 비트스탬프와 코빗 등에 20여개 회사를 인수하거나 투자했다.노재웅 (ripbird@edaily.co.kr)네이버에서 ‘이데일리’ 구독하기▶청춘뉘우스~ 스냅타임▶＜ⓒ종합 경제정보 미디어 이데일리 - 무단전재 &amp; 재배포 금지＞",이데일리,https://n.news.naver.com/mnews/article/018/0004618283?sid=105,0.0,0.8,0.0,0.0
2019-12-01,2019-12-01 07:10:03,美 검찰 ‘北서 암호화폐 강연’ 전문가 기소… 최장 20년형 가능,"“北의 돈세탁ㆍ제재 회피 위한 고급 정보 전달… 대북 제재 위반”게티이미지뱅크 코리아미국 검찰이 북한에서 암호화폐 관련 강연을 한 미국인 전문가를 대북 제재 위반 혐의로 기소했다. 북한이 암호화폐와 블룩체인 기술을 활용해 제재망을 빠져 나갈 수 있도록 도와 줬다는 이유인데, 해당 전문가는 유죄 판결 시 최대 징역 20년형을 선고받을 수도 있다.지난달 30일 미국의소리(VOA) 방송에 따르면, 미 뉴욕 남부지검은 싱가포르에 거주하는 미국인 버질 그리피스(36)를 국제비상경제권법(IEEPA) 위반 혐의로 체포한 뒤 기소했다고 전날 밝혔다. 지난 4월 미 국무부의 승인 없이 중국을 거쳐 북한을 방문, ‘평양 블록체인 암호화폐 회의’에 참석한 그리피스는 이 자리에서 △암호화폐를 이용한 제재 회피 △돈 세탁 방법 등에 대해 강연한 것으로 전해졌다.검찰은 그리피스가 캘리포니아공대 박사학위를 보유한 전문가라면서 “남북한 간 암호화폐 거래를 촉진할 계획을 세웠고, 다른 미국인들에게 내년 같은 행사 참여를 권장했다”고 밝혔다. 특히 ‘블록체인과 평화’라는 제목의 주제 발표에선 블록체인 기술이 북한을 어떻게 도울 수 있는지도 소개했다는 게 검찰의 설명이다. 제프리 버먼 뉴욕 남부지검장은 “그리피스는 북한에 고급 기술 정보를 제공했고, 북한이 이를 통해 돈 세탁을 하고 제재를 피할 수 있다는 걸 알고 있었다”고 지적했다. 이어 “그리피스의 행위는 북한에 대한 미국의 최대 압박 정책을 위태롭게 한 것”이라고 덧붙였다.지난해부터 미국은 대북 제재 조치의 일환으로, 북한에 대한 미국 시민의 기술 이전 행위를 금지해 오고 있다. 그리피스는 이달 30일 로스앤젤레스 연방법원에 출석할 예정이며, 검찰은 그가 재판을 통해 최대 징역 20년형에 처해질 수 있다고 설명했다. 그리피스는 2007년 온라인 백과사전인 위키피디아에서 항목 내용을 고친 익명 사용자들의 신원을 밝혀 내는 프로그램 ‘위키스캐너’를 개발, 미 언론의 조명을 받기도 했다.김정우 기자 wookim@hankookilbo.com ▶[이벤트]한국일보 채널 구독 or 추천하면 에어팟이 내꺼! ▶뉴;잼을 보면 뉴스가 재밌다. [뉴스레터 구독하기]",8면 1단,https://n.news.naver.com/mnews/article/469/0000444831?sid=104,0.0,-1.0,-1.0,0.0
2017-08-24,2017-08-24 02:20:00,"[財tech]NH투자증권, 4차산업 주식+채권 안정 투자","[아시아경제 임혜선 기자]NH투자증권의 'H-아문디(Amundi) 4차 산업혁명 30 채권혼합형 펀드'는 국내 4차산업 관련 주식과 안정적인 채권에 동시에 투자하는 상품이다.국내 4차 산업혁명 관련주에 신탁자산의 30% 이하로 투자하고 50% 이상은 국공채 및 지방채 등 우량채권에 투자한다. 안정적인 이자수익을 추구하는 중위험 중수익을 선호하는 투자자에게 적합하다.이 상품은 신탁자산의 30% 이하를 빅데이터, 인공지능, 공유경제, 바이오테크, 전기차, 자율주행차, 스마트팩토리, 폴더블디스플레이 등으로 구성된 8대 핵심영역에 집중 투자한다. 향후 대한민국의 미래 먹거리가 될, 4차 산업 혁명 관련 분야에 투자한다는 점이 이 상품의 매력이다.4차 산업혁명이란 인공지능, 로봇기술, 가상현실, 빅데이터 등 정보통신기술이 현존하는 기술과 융합해 이루어지는 차세대 산업혁명을 의미한다. 4차 산업혁명이 가져올 사회적, 경제적 변화 및 정부의 신산업 육성정책 기대감 등을 고려해보면 4차 산업혁명 투자는 이제 선택이 아닌 필수 투자요건으로 꼽힌다.또한 신탁 자산의 50% 이상을 투자하는 채권 투자는 국내 우량등급 채권으로 구성해 안정적인 이자수익을 추구한다. 국공채, 지방채, 특수채 등 다양한 만기의 우량채에 분산 투자해 안정적인 이자수익을 확보하고, 우량 은행채 및 회사채에도 금리상황에 따른 매매전략을 활용해 추가적인 수익도 창출한다.이 상품의 주식 운용을 맡은 NH-Amundi자산운용의 중소형주 운용팀은 2015년 이후 3년 연속 국내 중소형주 부문 펀드대상을 다수 수상했다. 또한 다양한 리서치 활동과 기업분석으로 초과수익 달성을 위해 매진하고 있다.임혜선 기자 lhsro@asiae.co.kr▶ 뉴스가 재밌다! 세상의 모든 재미 [티잼]▶ 많이 본 기사&lt;ⓒ세계를 보는 창 경제를 보는 눈, 아시아경제 무단전재 배포금지&gt;",20면 2단,https://n.news.naver.com/mnews/article/277/0004060967?sid=101,0.0,0.0,0.8,0.8
2022-02-14,2022-02-14 01:24:01,"구글 클라우드, 클라우드에서 몰래 하는 암호화폐 채굴 막는다","[디지털데일리 이상일기자] 구글 클라우드가 암호화폐 채굴 멀웨어 등의 위협을 탐지하는 ‘VMTD(Virtual Machine Threat Detection, 가상머신 위협탐지)’ 퍼블릭 프리뷰 버전을 업계 최초로 발표했다. 이 기능은 구글 클라우드 SCC(Security Command Center, 보안관제센터)에 새로운 위협 탐지 레이어로 포함되어 에이전트리스(agentless) 메모리 스캔을 제공한다.점점 더 많은 기업이 클라우드를 도입하면서 많은 조직이 클라우드 플랫폼에서 기본으로 제공하는 보안 솔루션을 통해 암호화폐 채굴 위협과 같은 새로운 위협을 해결하고 있다. 실제로 구글이 지난해 11월 발표한 ‘구글 사이버 보안 실행팀 위협 범위 보고서’에 따르면 보안이 침해된 클라우드 인스턴스의 86%가 암호화폐 채굴에 사용되고 있으며, 기업은 구글 클라우드 VMTD를 사용해 암호화폐 채굴, 데이터 무단 반출, 랜섬웨어 등 나날이 커지는 공격으로부터 보호를 강화할 수 있게 됐다. 구글 클라우드는 업계 최초로 에이전트가 필요 없는 메모리 스캔을 지원해 구글 컴퓨트 엔진(Compute Engine)에서 고객이 추가 소프트웨어를 실행하지 않아도 위협을 탐지할 수 있다. 별도 에이전트를 실행하지 않아 컴퓨트 엔진의 성능 저하를 방지하면서, 에이전트 배포 및 관리에 대한 운영 부담을 줄이고 잠재적인 공격자의 공격에도 덜 노출된다. 구글 클라우드는 워크로드에 잠재적 위협이 있는지 확인하는 VM 위협 탐지 방식의 신뢰도를 높이기 위해 SCC 프리미엄 고객에게 VMTD 퍼블릭 프리뷰 버전을 선택적으로 도입하도록 조치했다. 또한 고객이 컴퓨트 엔진에서 보안 컴퓨팅을 선택하는 경우, CPU에서 RAM으로 이동할 때 메모리 암호화를 제공하고 기밀 노드에서는 VMTD로 메모리를 처리하지 않는다. 구글 클라우드는 VMTD를 SCC 프리미엄에 완전히 통합시켜 포괄적인 위협 탐지를 제공한다. VMTD는 SCC 프리미엄의 기본 제공 서비스인 Event Threat Detection(이벤트 위협탐지), Container Threat Detection(컨테이너 위협탐지) 등 기존 위협 탐지 기능을 보완한다. 기업은 구글 클라우드에서 실행되는 워크로드에 3개의 고급 방어 레이어를 사용해 포괄적인 보안을 구현할 수 있다. SCC 프리미엄은 위협 탐지를 제공하는 것 외에도 구글 클라우드의 포괄적인 보안 및 위험 관리 플랫폼으로서 동작한다. 기업은 클라우드 자산의 가시성을 확보하는 것은 물론, 클라우드 컴퓨팅 구성 요소의 잘못된 구성과 취약점을 발견하고 수정하거나 제거할 수 있다. 구글 클라우드는 VMTD를 정식 버전 출시까지 새로운 탐지 기능을 출시하고 이를 다른 제품과도 통합시킬 계획이다. VMTD 퍼블릭 프리뷰 버전은 구글 클라우드 웹사이트에서 사용할 수 있다.",디지털데일리,https://n.news.naver.com/mnews/article/138/0002118849?sid=105,0.0,0.8,0.0,0.0
2022-04-06,2022-04-06 04:50:05,"코빗 ""PC 풀스크린으로 코인 거래 내용 한눈에 본다""","1920px 풀HD 스크린 지원로딩 속도 1.5배 빨라져메모리 점유율 낮춰 속도 개선  [파이낸셜뉴스] 가상자산 거래소 코빗이 국내 가상자산 거래소 중에는 처음으로 PC용 거래창을 풀스크린으로 업데이트했다. 실시간 시세창 목록부터 매수·매도 주문창, 미체결과 주문·거래 내역까지 한 화면에 표시해 가상자산 거래에 익숙하지 않은 일반인들도 실수없이 거래를 진행할 수 있도록 편의성을 높인 것이다.   코빗은 바이낸스 등 해외 유수 거래소의 사례를 참고해 약 4개월간 거래 편의성과 성능을 개선할 수 있도록 PC용 거래창을 업데이트, 국내 가상자산 거래소 중에는 처음으로 풀스크린과 전문가용 홈트레이딩시스템(HTS)을 도입한 차세대 웹 거래소를 오픈했다고 6일 밝혔다.    코빗은 이용자들이 데스크톱 환경에 맞춰 한 화면에서 다양한 기능을 이용할 수 있도록 PC용 거래창에 초고화질(풀HD)을 지원하는 업데이트를 진행했다. /사진=코빗 코빗은 ""지난 달 데스크톱으로 접속한 이용자 중 약 66%가 초고화질(풀HD)급 해상도 이상의 모니터로 접속했다""며 ""이같은 이용자들의 환경을 고려해 기존 1400픽셀(px)이던 웹 해상도를 1920px로 상향 최적화했다""고 설명했다. 해외 거래소에서는 익숙한 풀스크린을 국내에 도입한 사례는 코빗이 처음이다.   풀스크린에는 실시간 시세창 목록부터 매수·매도 주문창, 미체결과 주문·거래 내역까지 한 화면에 표시해 숙련된 투자자들의 투자 환경을 만드는 데 집중했다. 한 화면에 매수, 매도창이 구분돼 있어 주문 실수를 방지했으며 미체결 내역에는 ‘모두 취소’ 기능을 추가해 거래 정확성을 높였다. 또 이용자들은 해당 기능들의 위치와 레이아웃을 직접 조정할 수 있어 각자에게 최적화된 거래 환경을 만들 수 있다.   성능 개선도 했다. 초기 로딩 속도는 1.5초에서 1초로 1.5배 빨라졌으며 전체 페이지 로딩 속도는 기존 6초에서 3초로 2배 빨라졌다. 사용자별 PC 메모리에서 상당 부분 차지하던 시스템 점유율을 대폭 낮추면서 속도 느림 현상을 개선하고 쾌적한 거래 환경을 제공하는 데 집중했다.   오세진 코빗 대표는 “차세대 웹 거래소 업데이트를 통해 전문가급 수준의 홈트레이딩시스템(HTS)을 구축하게 됐다”며 “향후 다양한 서비스를 개선해 신규 사용자를 꾸준히 유치할 수 있도록 노력하겠다”고 말했다.   한편 코빗은 앞서 멀티태스킹 기능을 지원하는 iOS 기반 아이패드용 애플리케이션(앱)을 출시했다. 멀티 디바이스 환경에 맞춰 이용자에게 최적의 거래 환경을 제공하기 위한 것이다. 올 상반기 내 안드로이드 기반 태블릿까지 지원을 확대할 예정이다. #코빗 #가상자산  ",파이낸셜뉴스,https://n.news.naver.com/mnews/article/014/0004815659?sid=105,0.0,0.8,0.8,0.0
