,UTC-date,UTC-time,title,content,press,link,score_title
0,2023-06-01,2023-06-01 02:18:05,국회의원 가상자산 자진신고 및 전수조사 이행 촉구 기자회견에서 발언하는 용...,"




    (서울=연합뉴스) 하사헌 기자 = 기본소득당 용혜인 의원이 1일 오전 서울 여의도 국회 소통관에서 열린 국회의원 가상자산 자진신고 및 전수조사 이행 촉구 기자회견에서 발언하고 있다. 2023.6.1    toadboy@yna.co.kr
",연합뉴스,https://n.news.naver.com/mnews/article/001/0013976561?sid=101,0
1,2023-06-01,2023-06-01 03:01:01,5억원 넘는 해외금융계좌 신고해야…올해부턴 비트코인도 포함,"
신고대상, 해외금융계좌 내 현금·주식·채권·펀드·가상자산 등미신고액의 최대 20% 과태료 부과지난해 해외금융계좌 내 현금과 주식, 펀드 등의 총 잔액이 하루라도 5억원을 넘는 경우 국세청에 이달 말까지 신고해야 한다. 올해부턴 해외 가상자산거래소에 개설한 계정은 물론 해외 지갑사업자에 개설한 지갑도 포함된다.국세청은 거주자 및 내국법인은 2022년에 보유한 모든 해외금융계좌 잔액 합계액이 매월 말일 중 어느 하루라도 5억원을 초과한 경우 그 계좌정보를 오는 30일까지 신고해야 한다고 1일 밝혔다. 해외금융계좌 신고제도는 국내 자본의 불법적인 해외유출과 역외소득 탈루를 사전에 억제하기 위해 2011년 6월부터 시행됐다.매월 말일 보유계좌 잔액은 계좌에 보유한 자산별로 금액을 산정하고, 그 산정한 금액을 해당 표시통화 환율을 적용해 각각 원화로 환산 후 합산해야 한다. 가상자산은 가격이 거래소마다 다른 경우에도 신고의무자는 보유한 가상자산 계좌(계정)이 개설된 해외 가상자산 거래소의 매월 말일의 최종가격을 확인해 잔액을 산출해야 한다.거주자는 국내에 주소를 두거나 183일 이상 거소를 둔 개인이다. 내국법인은 본점, 주사무소 또는 사업의 실질적 관리장소가 국내에 있는 법인을 뜻한다. 해외금융계좌가 공동명의이거나 해외 차명계좌 등 계좌 명의자와 실질적 소유자가 다른 경우라면 각 공동명의자, 계좌 명의자와 실질적 소유자 모두 해당 해외금융계좌정보에 대한 신고 의무를 부담한다. 다만 신고 대상 연도 종료일 10년 전(2013~2022년)부터 국내에 주소나 거소를 둔 기간의 합계가 5년 이하인 경우의 외국인 거주자와 재외국민 등은 신고 의무가 면제된다.신고의무자는 해외금융회사 등과 금융거래 및 가상자산거래를 위해 개설한 모든 해외금융계좌 내 현금과 주식, 채권, 집합투자증권(펀드), 보험상품, 가상자산 등을 신고해야 한다. 해외금융회사 등에는 우리나라 은행과 증권회사, 가상자산 거래소 등의 해외지점은 포함되지만, 외국계 은행 등이 설립한 국내 지점은 제외된다.가상자산 거래가 급증함에 따라 올해 처음으로 신고대상 해외금융계좌에 포함된 '해외가상자산계좌'는 해외가상자산사업자 등에 개설한 계좌를 뜻한다. 가상자산 매매를 위해 해외 가상자산거래소에 개설한 계정은 물론 가상자산 보관을 위해 해외 지갑사업자에 개설한 지갑도 포함된다.국세청은 지난해 7~12월 국내 가상자산사업자가 해외 가상자산사업자로 가상자산을 출고한 금액(전체 출고금액 대비 비중)이 19조9000억원(65%)으로 국내뿐만 아니라 해외 가상자산사업자를 통한 가상자산 보유 규모가 상당할 것으로 추정하고 있다.신고의무자는 국세청 홈택스와 손택스(모바일)의 전자신고를 이용해 해외금융계좌 신고를 할 수 있다. 이를 통한 신고가 어려운 경우엔 납세지 관할 세무서를 방문해 신고서를 제출해도 된다.신고대상 계좌를 기한 내에 신고하지 않거나 과소신고한 경우엔 해당 금액에 대해 최대 20%에 상당하는 과태료가 부과된다. 미신고 금액이 50억원을 초과하는 경우엔 2년 이하의 징역 등의 형사처벌을 받을 수 있고 국세정보위원회의 심의를 거쳐 성명·직업·주소·위반금액 등의 인적사항이 공개될 수 있다.




",아시아경제언론사 선정,https://n.news.naver.com/mnews/article/277/0005267193?sid=101,0
2,2023-06-01,2023-06-01 07:10:01,"블러, NFT 마켓 이어 담보 대출 시장까지 석권…""금융화가 성장 핵심""","
팩맨 블러 창업자, '제3회 AMA DU Festival'서 강연NFT 마켓 '블러'…출시 7개월 만에 시장 1위 석권 NFT 대출 프로토콜 '블렌드', 점유율 80% 육박""향후 모든 블록체인 지원하는 것이 목표""



사진=블러""모든 시장은 '금융화'를 통해 대규모로 성장해 왔다. NFT(대체불가능토큰) 시장도 대출 프로토콜, 금융 인프라의 구축을 통해 토큰 시장보다도 더 크게 성장할 수 있다""글로벌 NFT 마켓플레이스 1위의 주인공 블러(BLUR)의 창업자 팩맨(Pacman)은 전일(31일) 두나무의 메타버스 플랫폼 세컨블록에서 진행된 '제3회 AMA DU Festival'에서 이같이 밝혔다.두나무는 지난해 8월부터 투자자들의 디지털자산 이해도를 높이고, 프로젝트와 직접 소통할 수 있는 기회를 제공하기 위해 '아마 두 페스티벌(AMA)'을 개최해 왔다. 'AMA'는 '뭐든 물어보라'는 뜻의 'Ask Me Anything'의 약자다. '아발란체(AVAX)'와 '마스크 네트워크(MASK)'에 이어 제 3회 행사에서는 전문 트레이더를 위한 NFT 마켓플레이스 '블러'와 소통하는 자리를 마련했다. 전문 트레이더를 위한 NFT 마켓 '블러'…출시 7개월만에 1위 석권



팩맨 블러 창업자가 두나무 개최 '제3회 AMA DU Festival'에서 강연하고 있다. /사진=강연 캡처자신의 아바타를 화면에 띄운 팩맨 블러 창업자는 블러의 창업 계기에 대해 2021년부터 NFT 시장에 큰 관심을 가지게 됐다고 밝혔다.그는 ""최초로 구매한 NFT는 공상과학 프로젝트 블릿맵(Blitmap)이었다. 이를 최고가에 매도한 후 NFT의 매력에 푹 빠졌고 특히 트레이딩에 집중하게 됐다""고 말했다. 그러면서 ""그 당시에 이용했던 마켓플레이스의 효율성이 굉장히 낮아 답답했다. 정말 베이직한 기능들 뿐이라 이용할 수 있는 기능이 적었다""며 ""활발하게 트레이딩을 하던 사람으로서 좀 더 전문 트레이더들에게 맞춤형으로 된 거래소가 필요하다고 느꼈고, 이에 블러를 창업하게 됐다""고 설명했다.팩맨 창업자는 2022년 1월 블러를 설립하고 대형 가상자산(암호화폐) 벤처캐피탈(VC)인 패러다임으로부터 1100만 달러의 시드 라운드를 조달했다. 그는 ""10명의 팀원들과 함께 블러를 개발하며 첫 5개월 동안은 프라이빗 베타 기간을 뒀다. 개발한 제품이 인센티브 없이도 높은 리텐션(고객 유지) 비율을 유지할 수 있는지를 검증하고 싶었기 때문""이라며 ""팀원들은 대부분 모교인 MIT 네트워크를 통해 채용했다. 이들은 시타델, 트위치, 스퀘어, 메이커다오 등 출신의 유능한 엔지니어들이다""라고 소개했다.팩맨은 블러가 프라이빗 베타 기간 동안 토큰이나 어떤 인센티브도 없이 리텐션 수치를 측정했는데 그 비율이 아주 높았다고 자부했다.



프라이빗 베타 당시 블러의 리텐션 수치 /사진=팩맨 블러 창업자 강연 자료 캡처그는 ""블러의 트랜잭션 리텐션은 30%에서 50% 범위 사이였다. 이는 블러에서 한 번 구매를 한 사람들은 4주 뒤에 돌아올 확률이 30%에서 50%에 달한다는 의미""라며 ""방문자 리텐션은 40%에서 60% 정도로 더 높았다""고 말했다.이어 ""지난 10월에 정식으로 론칭한 이후에는 7개월 만에 거래량 측면에서 이더리움(ETH) 기반 최대 NFT 마켓플레이스로 등극했다""라며 ""오픈씨(Opensea) 보다 평균적으로 3배 정도 거래량이 많다""고 강조했다.오픈씨는 블러가 등장하기 이전 세계 1위 NFT 마켓플레이스로서 NFT 거래량을 독식해 왔다. 블러가 이 추세를 반전시킨 것은 괄목할 만한 성과라는 평가가 나온다. 지난달 공개한 NFT 대출 프로토콜 '블렌드', 점유율 80% 육박



사진=블러블러는 NFT 마켓 시장 석권에 이어 지난달 2일 P2P(Peer to Peer·개인간) NFT 대출 프로토콜 '블렌드(BLEND)'를 출시하며 NFT 렌딩 시장에서도 선두를 달리고 있다. 블렌드는 블러 렌딩(Blur Lending)의 줄임말이다.블렌드는 플랫폼 수수료 없이 운영되며, NFT를 담보로 만기일 없는 영구 대출 상품을 제공한다. 이에 따라 사용자들은 블렌드를 이용해 비교적 적은 금액으로 NFT를 구매하고 선불이 아닌 후불결제(Buy Now Pay Later, BNPL) 형태로도 살 수 있게 됐다.팩맨 창업자는 ""NFT 시장이 성장하려면 금융화(Financialization)가 필요하다""며 ""블렌드 출시 이전에는 NFT를 금융화할 수 있는 방향이 없었다. NFT에도 이런 인프라가 필요하다고 생각해 렌딩 프로토콜을 마켓플레이스에 접목하게 됐다""고 설명했다.그러면서 ""블러는 현재 렌딩 마켓플레이스로도 가장 큰 규모다. 블렌드는 런칭 4주 만에 이더리움 상의 넘버 원 렌딩 프로토콜이 됐다""라며 ""NFT 대출 프로토콜 측면에서의 시장점유율은 80%에 육박한다""라고 강조했다.팩맨 창업자는 프로덕트 자체에 대한 설명도 이어갔다. 그는 업비트 거래소의 거래 화면을 예시로 들며 ""업비트에 가면 실시간으로 가상자산 데이터가 계속 업데이트되고 차트들이 제공된다. 블러는 업계 최초로 사용자들이 NFT 측면에서도 코인 거래소와 유사한 경험을 할 수 있게 만들었다""고 말했다.또한 블러 토큰과 관련해서는 ""프로토콜로서 최고 TVL(가상자산 총예치금)을 경신했다. 현재 1억5000만 TVL을 달성했으며 계속 상승세를 보이고 있다""며 ""블러 토큰 보유자들은 커뮤니티를 운영하고 거버넌스 안건에 대해 투표할 수 있다. 토큰의 가치 분배에 대해 권한을 가지게 되는 것""이라고 설명했다. ""현재는 이더리움 집중…향후 모든 체인 지원 계획""팩맨 창업자는 향후 블러의 계획과 관련해 지원하는 블록체인의 수를 더욱 확장할 것이라고 언급했다.그는 ""지금은 이더리움 기반이지만 앞으로 디지털 네이티브 NFT 컬렉션들이 여러 체인에 올라가게 될 것""이라며 ""현재는 최고의 이더리움 네트워크 인프라를 구축하는 데 주력하겠지만 나중에는 모든 체인을 다 지원할 목표를 가지고 있다""고 말했다.이어 ""렌딩 프로토콜뿐만 아니라 앞으로 구축해야 하는 프로토콜이 더 많다고 생각한다. 거래 및 차트 관련 기능도 심화할 계획""이라고 덧붙였다. NFT의 미래에 대한 생각도 전했다. 그는 ""NFT는 굉장히 유연한 자산이고 디지털 네이티브적인 수집품이다""라며 ""인류의 역사를 돌아보면 인간들은 태초부터 본인의 지위를 나타낼 수 있는 상품들을 모으는 것이 본능이다. 현재 10대들은 대부분의 시간과 돈을 온라인에서 소비하며 많은 소지품들을 모으고 있다""고 언급했다.그러면서 ""이들이 성장해 구매력을 갖게 되면 더 많은 자금을 디지털 네이티브 수집품에 쓰고 이에 따라 NFT 시장 역시 성장할 것이라고 생각한다""라며 ""토큰 시장보다도 크기가 커질 수 있다고 믿는다""고 전했다.&lt;블록체인·가상자산(코인) 투자 정보 플랫폼(앱) '블루밍비트'에서 더 많은 소식을 받아보실 수 있습니다&gt;
",한국경제,https://n.news.naver.com/mnews/article/015/0004851496?sid=105,0
3,2023-06-01,2023-06-01 00:26:09,"코빗, 신한인증서 도입 기념으로 신규 가입시 최대 1만원 돌려준다","




/코빗 제공        국내 최초 가상자산 거래소 코빗(대표 오세진)은 본인 확인 및 다중 인증 등이 필요할 때 이용 가능한 ‘신한싸인(SIGN) 서비스’를 도입했다고 1일 밝혔다. 또한 코빗은 이번 서비스 도입으로 코빗 신규 가입 시 최대 1만원을 돌려주는 행사도 진행한다.해당 서비스는 신한은행의 인증 서비스로, 서비스 이용자의 주민등록번호 입력 없이도 이용자를 식별하고 본인임을 확인해 주는 본인확인 외에도 전자서명, 간편인증 등을 제공하고 있다. 코빗은 이번에 국내 가상자산 거래소 최초로 신한SIGN 서비스를 활용해 본인 인증과 입출금을 위한 다중 인증(MFA·Multi-factor authentication)이 가능해졌다.한편 코빗은 해당 서비스 도입 기념 이벤트도 오는 30일까지 진행한다. 신한 쏠(SOL) 앱 내 이벤트 페이지에서 코빗 앱 설치 및 신규 가입 이후 이벤트 페이지에서 시크릿 코드를 입력하면 코빗에서 가상자산 거래 시 사용할 수 있는 1만 원화포인트를 받을 수 있다. 또한 이벤트 기간 내 신한SIGN 인증서 이용 고객은 5000 원화 포인트, 10만원 이상 가상자산 거래 고객에게는 5000 원화 포인트를 추가로 지급한다.
",조선비즈,https://n.news.naver.com/mnews/article/366/0000905945?sid=101,0.5
4,2023-06-01,2023-06-01 00:34:13,"'위믹스 사기' 수사 檢, 업비트·빗썸·코인원 압수수색","
사기·부정거래 혐의 투자자 고소건'김남국 조사' 형사6부서 재배당해



 *재판매 및 DB 금지[서울=뉴시스]정진형 기자 = 김남국 더불어민주당 의원이 대량으로 보유해 논란이 된 가상화폐(가상자산) '위믹스'의 발행사 위메이드의 장현국 대표 고발 사건을 수사하는 검찰이 대형 코인 거래소 3곳을 압수수색했다.1일 법조계에 따르면, 서울남부지검 금융조사1부(부장검사 직무대행 채희만)는 전날 가상화폐 거래소 업비트, 빗썸, 코인원에 검사와 수사관을 보내 압수수색 영장을 집행했다.이번 압수수색은 위믹스 유통 및 거래 내역 관련 자료를 확보하기 위해 이뤄진 것으로 알려졌다.앞서 위믹스 투자자 22명을 대리하는 법무법인 광야는 지난달 11일 사기 및 자본시장법 위반(사기적 부정거래) 혐의로 장 대표를 서울남부지검에 고소했다.광야 측은 ""위메이드가 위믹스 발행 과정에서 유통량에 대한 고의적이고 심각한 허위사실로 투자자를 기망해 막대한 이익을 챙겼다""고 고소 취지를 밝혔다.'김치코인' 대표주자로 불렸던 위믹스는 지난해 11월24일 국내 5대 거래소로 이뤄진 디지털자산 거래소협의체(닥사, DAXA)로부터 유통량 위반과 투자자에 미흡하거나 잘못된 정보 제공을 이유로 상장폐지 통보를 받아 휘청이기 시작했다.이후 위메이드가 낸 가처분 신청이 기각되면서 위믹스는 지난해 12월8일 상장 폐지됐고, 당시 위믹스의 가격은 11분의 1토막이 난 200원대까지 추락했다.위믹스는 지난 2월 코인원에 다시 상장됐지만, 투자자들은 이 과정에서 막대한 손해를 입었다고 주장하고 있다.서울남부지검은 장 대표 고발 사건을 김남국 무소속 의원의 이른바 '60억 코인 의혹'을 조사 중인 형사6부(부장검사 이준동)에 배당했다가 최근 금융조사1부로 재배당한 것으로 파악됐다.검찰 관계자는 지난달 23일 기자들과 만나 김 의원이 투자한 위믹스 코인과 관련해 ""사실 위믹스에 대해 증권성 (적용을) 검토하고 있다""고 밝힌 바 있다. 증권성이 인정될 경우 자본시장법 관련 혐의 적용이 가능하다．
",뉴시스언론사 선정,https://n.news.naver.com/mnews/article/003/0011890795?sid=102,0
5,2023-06-01,2023-06-01 00:58:05,"닥사, 코인거래소 '내부통제기준·윤리행동강령' 공개","
""가상자산 업계 특성 반영한 첫 사례""



[서울=뉴시스] 닥사 로고. (사진=닥사) 2023.06.01 *재판매 및 DB 금지[서울=뉴시스]이지영 기자 = 업비트·빗썸·코인원·코빗·고팍스 등 국내 5대 원화거래소로 이뤄진 디지털자산 거래소협의체(닥사, DAXA)가 표준 내부통제기준 및 가상자산사업자 윤리행동강령을 공개했다고 1일 밝혔다.표준 내부통제기준과 윤리행동강령은 금융투자회사 등의 관련 자료와 5개 회원사의 자료 등을 바탕으로 작성됐다. 또 각 회원사 및 자문위원의 검토 과정을 거쳐 마련됐다. 특히 가상자산 업계의 특성을 반영한 첫 사례라는 점과 회원사별로 각기 준수해 온 자체 기준을 공통 표준화했다는 점에서 의의가 있다는 게 닥사의 설명이다.표준 내부통제기준은 총 68개 조항으로 구성됐다. 구체적으로는 ▲총칙 ▲가상자산사업자의 지배구조 ▲내부통제 조직 및 기준 등 ▲준법감시인 및 내부통제체제 운영 ▲업무수행 시 준수사항 등이 포함됐다. 윤리행동강령은 24개 조문으로 '제1장 총칙'부터 '제5장 사회에 대한 윤리'등까지 총 5개의 장으로 구성됐다. 자세한 내용은 닥사 홈페이지에 공개된 자료에서 확인할 수 있다.김재진 닥사 상임부회장은 ""닥사의 표준 내부통제기준과 사업자 윤리행동강령은 비단 회원사뿐 아니라 공정한 경쟁, 신뢰받는 시장, 글로벌 경쟁력을 향해 함께 가는 모든 가상자산 사업자에게 지표가 될 수 있기를 희망한다""고 말했다．
",뉴시스언론사 선정,https://n.news.naver.com/mnews/article/003/0011890921?sid=101,0
6,2023-06-01,2023-06-01 02:07:06,‘위믹스 사기’ 거래소 3곳 압수수색…검찰 “김남국 의혹과 별개”,"
업비트·빗썸·코인원



위믹스. 연합뉴스검찰이 가상자산(암호화폐) 위믹스의 ‘유통량 사기’ 고소 사건과 관련해 강제수사에 착수했다. 위믹스는 당초 김남국 무소속 의원이 최대 87억원 어치를 소유했다는 의혹으로 논란이 됐지만, 검찰은 이번 압수수색이 이와는 별개로 진행됐다는 입장이다.1일 서울남부지검 금융조사1부(부장직대 채희만)는 전날 가상자산 거래소 업비트·빗썸·코인원을 압수수색해 위믹스의 발행·유통 내역 관련 자료를 확보했다고 밝혔다. 앞서 지난달 11일 위믹스 투자자 20여명은 위믹스 발행사인 위메이드의 장현국 대표를 사기 및 자본시장법상 사기적 부정거래 혐의로 검찰에 고소했다.이들은 고소장에서 “위메이드가 유통량에 대한 고의적이고 심각한 허위사실로 투자자들을 기망해 막대한 이익을 챙겼다”고 주장했다. 위메이드가 위믹스를 발행하며 밝힌 물량보다 훨씬 더 많은 양이 시장에 유통됐다는 것이다. 위메이드는 지난해 10월 업비트에 위믹스 2억4596만개를 유통하겠다는 계획을 제출했지만, 계획보다 7245만개가량을 더 유통한 것으로 알려졌다. 이에 디지털자산거래소 공동협의체(DAXA)는 같은 해 11월 위믹스에 대해 거래중단 처분을 내리고, 12월엔 업비트·빗썸 등 주요 거래소에서 거래가 종료됐다. 현재는 지난 2월부터 코인원에 재상장해 거래되고 있다.검찰이 위믹스 코인에 대한 수사에 나서며 김 의원과의 관련성도 들여다볼 가능성이 제기되지만, 검찰은 김남국 의원과는 별개로 진행된다는 입장이다. 김 의원은 지난해 초 위믹스 80만개가량을 빗썸 계좌에서 업비트 계좌로 옮기다가 ‘이상 거래’로 감지돼 금융정보분석원(FIU)에 적발됐다. 이에 게임학계 등에선 김 의원이 초과 발행된 위믹스를 로비 명목으로 무상으로 받고, 미공개 정보를 코인 거래에 활용한 것이 아니냐는 의혹이 제기됐다.그러나 검찰은 최근 해당 사건을 김 의원 관련 의혹을 수사하고 있는 형사6부(부장 이준동)에서 금융조사1부로 재배당했다. 검찰 관계자는 “김 의원 수사와는 별건으로 진행되는 사안”이라며 “굳이 들여다 볼 계획은 없다”고 했다.
",한겨레,https://n.news.naver.com/mnews/article/028/0002642166?sid=102,0
7,2023-06-01,2023-06-01 02:07:06,‘위믹스 사기’ 거래소 3곳 압수수색…검찰 “김남국 의혹과 별개”,"
업비트·빗썸·코인원



위믹스. 연합뉴스검찰이 가상자산(암호화폐) 위믹스의 ‘유통량 사기’ 고소 사건과 관련해 강제수사에 착수했다. 위믹스는 당초 김남국 무소속 의원이 최대 87억원 어치를 소유했다는 의혹으로 논란이 됐지만, 검찰은 이번 압수수색이 이와는 별개로 진행됐다는 입장이다.1일 서울남부지검 금융조사1부(부장직대 채희만)는 전날 가상자산 거래소 업비트·빗썸·코인원을 압수수색해 위믹스의 발행·유통 내역 관련 자료를 확보했다고 밝혔다. 앞서 지난달 11일 위믹스 투자자 20여명은 위믹스 발행사인 위메이드의 장현국 대표를 사기 및 자본시장법상 사기적 부정거래 혐의로 검찰에 고소했다.이들은 고소장에서 “위메이드가 유통량에 대한 고의적이고 심각한 허위사실로 투자자들을 기망해 막대한 이익을 챙겼다”고 주장했다. 위메이드가 위믹스를 발행하며 밝힌 물량보다 훨씬 더 많은 양이 시장에 유통됐다는 것이다. 위메이드는 지난해 10월 업비트에 위믹스 2억4596만개를 유통하겠다는 계획을 제출했지만, 계획보다 7245만개가량을 더 유통한 것으로 알려졌다. 이에 디지털자산거래소 공동협의체(DAXA)는 같은 해 11월 위믹스에 대해 거래중단 처분을 내리고, 12월엔 업비트·빗썸 등 주요 거래소에서 거래가 종료됐다. 현재는 지난 2월부터 코인원에 재상장해 거래되고 있다.검찰이 위믹스 코인에 대한 수사에 나서며 김 의원과의 관련성도 들여다볼 가능성이 제기되지만, 검찰은 김남국 의원과는 별개로 진행된다는 입장이다. 김 의원은 지난해 초 위믹스 80만개가량을 빗썸 계좌에서 업비트 계좌로 옮기다가 ‘이상 거래’로 감지돼 금융정보분석원(FIU)에 적발됐다. 이에 게임학계 등에선 김 의원이 초과 발행된 위믹스를 로비 명목으로 무상으로 받고, 미공개 정보를 코인 거래에 활용한 것이 아니냐는 의혹이 제기됐다.그러나 검찰은 최근 해당 사건을 김 의원 관련 의혹을 수사하고 있는 형사6부(부장 이준동)에서 금융조사1부로 재배당했다. 검찰 관계자는 “김 의원 수사와는 별건으로 진행되는 사안”이라며 “굳이 들여다 볼 계획은 없다”고 했다.
",한겨레,https://n.news.naver.com/mnews/article/028/0002642166?sid=102,0
8,2023-06-01,2023-06-01 02:17:59,국회의원 가상자산 자진신고 및 전수조사 이행 촉구 기자회견에서 발언하는 배...,"




    (서울=연합뉴스) 하사헌 기자 = 정의당 배진교 원내대표가 1일 오전 서울 여의도 국회 소통관에서 열린 국회의원 가상자산 자진신고 및 전수조사 이행 촉구 기자회견에서 발언하고 있다. 2023.6.1    toadboy@yna.co.kr
",연합뉴스,https://n.news.naver.com/mnews/article/001/0013976559?sid=101,0
9,2023-06-01,2023-06-01 07:31:07,"'취임 1년' 이복현 금감원장, 불공정거래 책임론 '멍에 벗겠다'","
SG發 주가 폭락 사태 '반면교사'조사국 조직 개편 효과에 '관심'



이복현 금융감독원장이 1일 서울 여의도의 한 식당에서 열린 취임 1년 간담회에서 발언하고 있다.ⓒ금융감독원[데일리안 = 김재은 기자] 이복현 금융감독원장이 취임 1년을 맞이한 가운데 불공정거래 행위 근절을 위한 노력에 관심이 쏠리고 있다. 최근 SG증권 발 주가 폭락 사태를 사전에 방지하지 못하면서 금융당국은 책임론에 직면하고 있는 상황이다.이 원장이 이를 반면교사 삼아 조직을 개편하고 조사 역량을 강화하려는 의지를 천명한 와중, 더 많은 피해자를 방지하기 위해 조치에 속도를 내야 한다는 지적도 나온다.금융감독원에 따르면 이 원장은 1일 서울 여의도의 한 식당에서 취임 1년 간담회를 열고 지난 임기 동안의 일을 회고하고 향후 1년 목표를 제시했다.먼저 그는 ""인허가 진행상황을 볼 수 있는 시스템을 통해 감독의 예측 가능성을 높이고 금융사 검사도 자율적이며 선제적으로 진행 할 수 있도록 프로세스를 개선하는 등 금감원 내 업무혁신에 대한 성과를 가시화하겠다""고 언급했다.또 ""금융시스템과 민생의 안정을 지키기 위해 부동산 프로젝트파이낸싱 등 잠재 불안요인에 선제적으로 대응해 금융시스템의 안정을 유지하겠다""고 말했다.그리고 ""IT관련 리스크를 사전에 점검하고 예방하며 금융사의 해외진출을 적극적으로 지원하겠다""고 했다.많은 과제들이 산적해 있는 와중, 최근 문제되고 있는 불공정거래와의 전쟁이 가장 시급하다는 목소리가 나온다.금감원은 최근 SG증권발 주가폭락 사태를 금감원이 미리 예견하지 못해 피해가 발생했다는 비판에 직면해 있다. 최근 가상자산이나 주식의 가격 흐름을 읽어준다는 유사 투자자문업인 '리딩방'으로 인해 금전적 손실을 입는 금융소비자들도 늘고 있다.이에 이 원장은 금감원의 조사업무와 조직체계를 개선함으로써 불공정행위를 엄단하고 시장질서를 확립하겠다고 강조했다. 실제로 금감원은 관련 조사 조직을 10년 만에 개편하기로 결정했다. 먼저 현행 기획조사·자본시장조사·특별조사국 체제를 조사1·2·3국 체제로 전환한다. 조사전담 인력은 기존 45명에서 69명으로 24명 늘린다. 지원인력까지 포함하면 조사국 총 인원이 70명에서 95명으로 증가하게 된다.조사 부문 내에는 ▲특별조사팀 ▲정보수집전담반 ▲디지털조사대응반 등을 신설하기로 했다. 이중에서도 특별조사팀은 대규모 투자자 피해가 우려되는 각종 중대 불공정거래사건을 담당하며, 정보수집전담반은 투자설명회·카카오톡 대화방·유튜브 등을 통해 불공정거래정보를 수집할 방침이다.또 이번 달부터 연말까지 불공정거래 특별단속반을 구성해 운영한다. 투자설명회 현장 단속, 유사투자자문업자에 대한 일제·암행 점검을 벌여 불공정거래 혐의가 잡히면 즉시 조사에 착수할 계획이다. 오는 7일부터는 집중 신고기간도 운영하기로 했다.금융권 관계자는 ""금융사에겐 지역과 소상공인에 대한 상생금융을, 내부에선 빠른 일 처리를 강조해 온 만큼 더 이상의 금융 소비자 피해가 확대되지 않도록 빠르게 막아야 할 것""이라고 말했다.
		",데일리안,https://n.news.naver.com/mnews/article/119/0002718134?sid=101,0
